POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
82642,15639,1,보장,200009,23443,15,1,B,204709,1,10000000,43800,1000000
82643,13730,2,보장,200009,716,10,1,2,202009,1,20000000,79800,2500000
82644,14147,0,일반종신,200009,30186,10,1,B,999912,1,40000000,110600,2700000
82645,2265,1,보장,200009,465,10,1,2,202009,1,10000000,44200,2000000
82646,16902,2,보장,200009,30365,5,1,2,205809,1,10000000,39600,3000000
82647,6907,1,보장,200009,1062,10,1,B,204409,1,12000000,55800,1800000
82648,11235,0,일반종신,200009,28434,10,1,B,999912,1,33000000,100080,1200000
82649,14420,1,일반저축,200009,1289,5,1,A,200509,1,9000000,150000,1000000
82650,2287,0,보장,200009,1425,5,1,B,206409,1,10000000,61500,1000000
82651,9826,1,보장,200009,2158,5,1,I,202009,1,20000000,46600,2000000
82652,20719,0,보장,200009,31210,10,1,2,206509,1,10000000,33300,1800000
82653,16893,2,보장,200009,2064,10,1,2,206309,1,10000000,38600,1000000
82654,16893,2,보장,200009,2064,10,1,B,202009,1,20000000,38000,1000000
82655,4629,0,일반종신,200009,22756,10,1,E,999912,1,25000000,134450,2000000
82656,4629,1,보장,200009,22756,10,1,B,202009,1,20000000,63900,2000000
82657,15657,21,보장,200009,536,10,1,2,202009,0,8500000,1825855,2500000
82658,21245,1,암,200009,24941,10,1,B,205009,1,20000000,28600,2000000
82659,13693,1,보장,200009,25190,15,1,2,203109,1,5000000,37850,2000000
82660,11311,21,보장,200009,962,10,1,B,202009,1,20000000,68400,1500000
82661,15731,0,일반종신,200009,1195,27,1,J,999912,1,60000000,104400,1500000
82662,10348,21,어린이,200009,1361,10,1,2,202309,1,10000000,34300,2000000
82663,20232,0,보장,200009,2130,13,1,B,202309,1,5000000,83250,2000000
82664,90,0,일반저축,200009,22101,3,1,A,200309,1,10800000,300000,1500000
82665,20716,1,어린이,200009,1658,5,1,B,201609,1,11000000,51540,3000000
82666,11322,1,보장,200009,319,10,1,2,205609,1,12350000,44717,2000000
82667,11322,0,보장,200009,319,10,1,2,205109,1,10000000,61500,2000000
82668,2396,1,보장,200009,584,15,1,B,205109,1,10000000,48400,3000000
82669,13512,1,보장,200009,600,10,1,2,204809,1,10000000,52600,1500000
82670,13512,1,보장,200009,600,0,1,2,204809,0,4126000,999771,1500000
82671,7720,1,어린이,200009,24184,10,1,B,202409,1,10000000,28600,2000000
82672,6783,1,보장,200009,24794,10,1,B,203709,1,11000000,53310,1500000
82673,18860,1,보장,200009,23613,5,1,B,202009,1,20000000,96200,2000000
82674,18815,1,암,200009,1539,10,1,B,204909,1,20000000,62600,1800000
82675,5281,1,일반연금,200009,1579,0,1,B,999912,0,22017216,10000000,3000000
82676,7269,0,보장,200009,21755,10,1,2,205609,1,10400000,40868,2000000
82677,9320,0,보장,200009,1695,10,1,2,206209,1,10000000,32100,1200000
82678,9320,0,보장,200009,1695,10,1,B,206109,1,10000000,41400,1200000
82679,15734,0,일반저축,200009,23925,5,1,A,200509,1,1800000,30000,1000000
82680,4943,1,일반종신,200009,23976,26,1,J,999912,1,60000000,130100,2000000
82681,13673,1,보장,200009,21880,10,1,3,202509,1,6000000,65680,2000000
82682,14272,0,보장,200009,684,10,1,J,204009,1,10000000,78000,2500000
82683,20278,1,보장,200009,26272,5,1,2,204109,1,9000000,33930,1000000
82684,19150,0,일반종신,200009,24228,22,1,J,999912,1,50000000,101450,1000000
82685,14733,21,보장,200009,20799,10,1,B,202009,1,20000000,74400,1000000
82686,16500,0,일반종신,200009,1321,40,1,B,999912,1,50000000,59200,1300000
82687,4802,2,일반저축,200009,23702,5,1,B,200509,1,5485464,100000,2500000
82688,11628,1,보장,200009,1524,10,1,2,203209,1,10000000,87700,1500000
82689,8040,21,어린이,200009,22109,10,1,B,201109,1,5000000,22900,1000000
82690,2924,1,일반저축,200009,23366,5,1,E,200509,1,18000000,300000,5000000
82691,138,1,일반연금,200009,27672,10,1,B,999912,1,9000000,107960,3000000
82692,4665,0,보장,200009,24896,5,1,2,206409,1,4000000,22280,2500000
82693,790,2,어린이,200009,433,5,1,2,201809,1,10000000,48000,1000000
82694,15657,21,보장,200009,536,10,1,B,202009,1,8500000,27290,4000000
82695,20156,1,일반연금,200009,24101,10,1,B,999912,1,33000000,198710,1000000
82696,18521,0,보장,200009,27955,15,1,2,206009,1,10000000,34200,2000000
82697,11963,1,보장,200009,705,15,1,2,204609,1,10000000,44900,2000000
82698,19194,1,보장,200009,787,5,1,2,202009,1,20000000,60200,900000
82699,5102,1,보장,200009,23433,15,1,2,204009,1,10000000,58400,3000000
82700,12077,1,보장,200009,25176,15,1,B,205009,1,10000000,35700,1500000
82701,13414,1,일반저축,200009,21352,5,1,B,200509,1,16472847,302000,2000000
82702,13934,1,보장,200009,958,10,1,2,203909,1,5000000,30400,1500000
82703,5773,1,보장,200009,1028,10,1,B,206209,1,10000000,32100,2000000
82704,9081,0,일반저축,200009,1053,5,1,A,200509,1,10000000,213800,1500000
82705,14698,2,일반저축,200009,1098,5,1,B,200509,1,6856829,125000,1000000
82706,13672,1,보장,200009,20536,10,1,2,202009,1,10000000,44900,1000000
82707,9059,1,보장,200009,1189,10,1,B,203909,1,10200000,64776,2000000
82708,12208,1,보장,200009,25307,15,1,2,205409,1,10000000,33500,2000000
82709,5766,1,보장,200009,1228,5,1,B,206209,1,12500000,60475,800000
82710,15994,0,보장,200009,22072,10,1,B,201009,1,10000000,64800,1500000
82711,15994,1,보장,200009,22072,10,1,2,202009,1,10000000,36600,2000000
82712,16686,21,보장,200009,1258,10,1,B,204909,1,12500000,60600,1800000
82713,13859,0,보장,200009,23730,10,1,J,202009,1,20000000,38200,2000000
82714,15882,1,보장,200009,1664,10,1,2,202709,1,5000000,67800,3000000
82715,1192,1,보장,200009,1747,5,1,2,205809,1,10000000,76900,1500000
82716,12606,21,어린이,200009,1780,5,1,B,201509,1,10000000,69800,2000000
82717,9385,1,보장,200009,23160,10,1,E,203709,1,10000000,131300,2500000
82718,14501,1,보장,200009,1992,10,1,2,202009,1,20000000,41200,2000000
82719,863,1,보장,200009,29729,10,1,B,202009,1,20000000,33200,2000000
82720,5280,21,보장,200009,520,10,1,2,202009,0,10000000,2116800,1500000
82721,419,0,보장,200009,27854,10,1,B,202009,1,20000000,21500,1000000
82722,15616,1,일반저축,200009,21931,5,1,B,200509,1,2742732,50000,2000000
82723,518,0,보장,200009,22329,10,1,2,202009,1,10000000,70600,2000000
82724,13477,1,보장,200009,27630,15,1,B,203709,1,10000000,67800,2000000
82725,18569,1,보장,200009,377,10,1,B,202009,1,10000000,26400,1000000
82726,19072,2,보장,200009,643,10,1,B,202009,1,20000000,40800,2000000
82727,8960,1,보장,200009,719,10,1,B,203509,1,7000000,46010,2000000
82728,118,1,일반저축,200009,744,5,1,A,200509,1,5400000,90000,1500000
82729,13425,1,일반저축,200009,30068,3,1,B,200509,1,1838911,50000,2000000
82730,7211,1,암,200009,30076,10,1,B,203709,1,20000000,116300,3000000
82731,11199,1,보장,200009,28049,15,1,E,204409,1,10000000,50200,1000000
82732,9536,1,어린이,200009,841,5,1,A,201509,1,10000000,42000,2000000
82733,9536,1,어린이,200009,841,5,1,A,201109,1,10000000,46600,2000000
82734,5712,1,보장,200009,2134,10,1,B,204909,1,10000000,31700,1600000
82735,11185,1,보장,200009,22719,15,1,2,203209,0,7140071,3150590,1000000
82736,13415,1,일반저축,200009,28212,3,1,B,200509,1,1225490,30000,2000000
82737,15663,0,보장,200009,22880,10,1,B,206509,1,10000000,36200,2000000
82738,13440,1,보장,200009,28256,10,1,B,204509,1,10000000,45260,1500000
82739,13440,0,일반종신,200009,28256,34,1,B,999912,1,50000000,87750,1500000
82740,18002,1,어린이,200009,26451,5,1,B,201309,1,8000000,32480,2500000
82741,5914,21,보장,200009,1044,20,1,B,202009,1,20000000,51000,2000000
82742,19320,21,어린이,200009,24337,0,1,B,201109,0,10000000,1938200,4000000
82743,9839,0,어린이,200009,26578,10,1,B,201810,1,10000000,42200,2000000
82744,9048,1,보장,200009,20685,10,1,B,203509,1,10000000,64000,2000000
82745,12208,1,어린이,200009,25306,10,1,2,202409,1,5000000,16100,2000000
82746,18504,0,보장,200009,22967,15,1,B,203809,1,10000000,70000,1800000
82747,15611,0,일반저축,200009,30601,0,1,A,200509,0,10000000,10000000,2000000
82748,15611,0,일반저축,200009,30601,0,1,A,200509,0,10000000,10000000,2000000
82749,15611,1,일반저축,200009,1265,0,1,A,200509,0,10000000,10000000,2000000
82750,2516,1,일반저축,200009,1299,5,1,B,200509,1,18000000,300000,2000000
82751,4623,1,보장,200009,1327,5,1,E,202009,1,26000000,49440,1000000
82752,15658,1,일반저축,200009,30674,5,1,B,200509,1,11693171,250000,2000000
82753,9799,2,보장,200009,1422,10,1,2,204909,1,10000000,50600,1000000
82754,9826,1,어린이,200009,2158,10,1,E,202409,1,6000000,19950,2000000
82755,13677,0,일반저축,200009,22554,5,1,B,200509,1,30000000,500000,2000000
82756,13677,1,일반저축,200009,22554,3,1,A,200309,1,18000000,500000,2000000
82757,18105,0,보장,200009,1615,10,1,E,202009,1,10000000,49650,1000000
82758,17999,1,일반저축,200009,29001,5,1,B,200509,1,6000000,100000,1500000
82759,17995,1,일반저축,200009,25547,5,1,B,200509,1,2853134,61000,2000000
82760,6767,0,일반저축,200009,20984,5,1,B,200509,1,3741815,80000,2000000
82761,3374,2,보장,200009,31098,10,1,B,204709,1,10000000,44400,1500000
82762,16904,1,암,200009,1884,10,1,B,205309,1,20000000,22300,1000000
82763,8961,1,일반저축,200009,1926,5,1,B,200509,1,6000000,100000,2000000
82764,15643,1,보장,200009,31257,10,1,B,204709,1,10000000,54700,1000000
82765,9365,2,일반저축,200009,31201,3,1,B,200509,1,1800000,50000,1200000
82766,3192,1,일반저축,200009,20451,3,1,B,200509,1,10908000,303000,1500000
82767,460,0,보장,200009,24788,20,1,B,202009,1,18000000,25820,1700000
82768,7920,1,일반저축,200009,1993,5,1,E,200509,1,10970927,200000,1000000
82769,9439,0,보장,200009,29400,10,1,B,202009,1,20000000,36700,3000000
82770,17987,1,일반연금,200010,29522,10,1,B,999912,1,30000000,131200,1500000
82771,19204,1,보장,200010,22327,10,1,2,206310,1,20000000,43380,2000000
82772,14126,1,어린이,200010,27823,10,1,B,201510,1,10000000,28000,1500000
82773,14126,1,어린이,200010,27823,10,1,B,201310,1,10000000,35700,1500000
82774,20595,1,보장,200010,2114,10,1,B,203610,1,20000000,96500,1500000
82775,12092,1,어린이,200010,24919,5,1,2,202410,1,10000000,47100,1500000
82776,6865,0,보장,200010,570,10,1,B,202010,1,20000000,51500,1800000
82777,5789,2,보장,200010,654,10,1,I,202010,1,20000000,38000,1500000
82778,2755,0,일반종신,200010,29999,10,1,2,999912,1,30000000,124400,1000000
82779,11963,0,보장,200010,705,10,1,J,202010,1,20000000,69700,3000000
82780,13550,21,어린이,200010,725,10,1,2,202410,1,10000000,33500,1500000
82781,21059,1,어린이,200010,22431,10,1,2,202410,0,15000000,2805800,2000000
82782,21059,0,보장,200010,22431,15,1,2,204810,1,20000000,56700,2000000
82783,18039,0,보장,200010,29635,10,1,B,205810,1,20000000,45550,2000000
82784,21414,2,보장,200010,26122,5,1,B,205710,1,20000000,55200,1500000
82785,9093,0,보장,200010,461,10,1,J,204010,1,20000000,79100,2000000
82786,2412,21,어린이,200010,27735,5,1,B,202410,1,10000000,40500,2000000
82787,2709,1,일반종신,200010,1022,20,1,1,999912,1,50000000,109350,1000000
82788,355,21,보장,200010,30493,10,1,B,202010,1,20000000,66700,1800000
82789,21003,1,어린이,200010,28474,10,1,B,202410,1,10000000,37300,2000000
82790,19112,1,보장,200010,28568,10,1,B,205910,1,22000000,39530,1500000
82791,14305,2,보장,200010,28574,10,1,B,204510,1,20000000,62700,1000000
82792,5457,1,보장,200010,1278,10,1,B,205110,1,20000000,58500,1000000
82793,11279,2,일반저축,200010,1354,5,1,B,200510,1,28063611,600000,1000000
82794,18553,1,일반저축,200010,24420,3,1,B,200310,1,100800000,2800000,1600000
82795,7404,0,일반종신,200010,1452,26,1,1,999912,1,100000000,208500,3000000
82796,11334,1,일반종신,200010,1464,10,1,E,999912,1,100000000,259800,2000000
82797,11334,1,일반저축,200010,1464,5,1,B,200510,1,12000000,200000,2000000
82798,2777,1,보장,200010,22519,15,1,2,203910,1,20000000,63900,1500000
82799,3586,21,어린이,200010,23686,5,1,B,201010,1,10000000,54600,1000000
82800,11192,1,일반저축,200010,30905,5,1,B,200510,1,18000000,300000,1000000
82801,12350,1,보장,200010,1553,5,1,J,202010,1,10000000,30500,2000000
82802,5355,0,보장,200010,28916,15,1,B,204310,1,20000000,54800,2000000
82803,14348,1,어린이,200010,28988,5,1,2,202010,1,10000000,45100,1100000
82804,37,1,일반저축,200010,20346,5,1,E,200510,1,2806361,60000,2000000
82805,17972,2,보장,200010,31057,10,1,B,205310,1,20000000,46600,1200000
82806,9901,1,일반저축,200010,23243,3,1,A,200310,1,21600000,600000,3000000
82807,7281,1,보장,200010,1726,15,1,2,203910,1,20000000,63900,3000000
82808,20952,1,일반저축,200010,31122,5,1,B,200510,1,6060000,101000,2000000
82809,21244,1,보장,200010,1778,10,1,B,205010,1,20000000,52100,2000000
82810,16693,1,보장,200010,1856,5,1,2,204410,1,20000000,86800,2000000
82811,20216,0,보장,200010,31212,10,1,2,202010,1,10000000,41400,1400000
82812,20216,1,일반종신,200010,31212,10,1,2,999912,0,52000000,11715580,1400000
82813,20216,0,보장,200010,31212,10,1,J,201010,1,10000000,64700,1400000
82814,12618,21,어린이,200010,24620,5,1,2,202210,1,10000000,52400,1800000
82815,20982,1,보장,200010,1915,10,1,2,202010,0,10000000,2869900,2000000
82816,3628,21,어린이,200010,24675,5,1,9,201510,1,10000000,47900,2000000
82817,9197,1,일반종신,200010,2038,15,1,2,999912,1,60000000,267200,1500000
82818,8138,21,어린이,200010,24684,16,1,B,201610,1,10000000,32300,2100000
82819,13393,1,일반종신,200010,22307,10,1,B,999912,1,60000000,164400,1500000
82820,15617,1,보장,200010,23313,15,1,2,204310,1,20000000,54800,2000000
82821,11520,1,일반저축,200010,22767,2,1,B,200210,1,36000000,1500000,2000000
82822,12286,1,일반저축,200010,30066,5,1,B,200510,1,18896165,404000,2500000
82823,2409,21,어린이,200010,25892,10,1,2,201810,1,10000000,30500,1500000
82824,16440,1,어린이,200010,26025,10,1,B,201910,1,10000000,32200,2000000
82825,16440,1,어린이,200010,26025,10,1,B,201510,1,10000000,34700,2000000
82826,11185,1,보장,200010,22719,20,1,J,202010,1,20000000,77900,1000000
82827,20249,1,일반저축,200010,22715,5,1,A,200510,1,18000000,300000,2000000
82828,20249,1,일반저축,200010,22715,0,1,B,200510,0,12600000,12600000,2000000
82829,7112,0,보장,200010,21992,10,1,A,201010,1,5000000,48700,1500000
82830,2314,1,일반종신,200010,26464,15,1,2,999912,1,50000000,153700,2000000
82831,18805,0,일반종신,200010,1025,33,1,B,999912,1,65000000,102550,2000000
82832,18805,1,일반종신,200010,1025,15,1,B,999912,1,50000000,65400,2500000
82833,4634,0,일반종신,200010,1110,20,1,J,999912,1,50000000,154100,3000000
82834,2747,1,암,200010,1156,10,1,J,203810,1,15000000,34050,1000000
82835,20166,1,일반저축,200010,26597,5,1,B,200510,1,27000000,450000,2000000
82836,12049,1,보장,200010,22048,15,1,B,204910,1,20000000,54200,2000000
82837,15984,0,보장,200010,22050,15,1,G,203510,1,12000000,64290,1200000
82838,3512,1,보장,200010,26633,5,1,B,205810,1,20000000,53500,1000000
82839,15675,1,일반저축,200010,30607,5,1,E,200510,1,28063611,600000,1000000
82840,5193,2,일반종신,200010,25354,10,1,B,999912,1,69462960,200000,1000000
82841,14296,1,보장,200010,28617,5,1,B,202010,1,20000000,67400,1000000
82842,11468,1,일반연금,200010,26776,0,1,C,202910,0,13456416,10000000,1000000
82843,11230,1,보장,200010,25437,10,1,B,203110,1,20000000,68800,1600000
82844,20896,0,일반종신,200010,30815,10,1,E,999912,1,50000000,157600,2000000
82845,17061,21,어린이,200010,30834,5,1,B,201410,1,10000000,49000,1000000
82846,233,2,일반저축,200010,22114,10,1,C,201010,1,20000000,172900,2000000
82847,17120,21,암,200010,30902,5,1,B,205410,1,20000000,43500,1000000
82848,13859,0,암,200010,23730,10,1,B,202910,1,20000000,104300,1500000
82849,9000,1,보장,200010,24564,10,1,2,203810,1,20000000,83000,2500000
82850,20522,2,일반연금,200010,1826,0,1,B,202910,0,40132704,30000000,2000000
82851,20522,1,일반저축,200010,1826,5,1,A,200510,1,12120000,202000,2000000
82852,16904,1,보장,200010,1884,10,1,B,202010,1,20000000,38000,1000000
82853,1398,21,어린이,200010,31220,10,1,B,201410,1,10000000,31400,1000000
82854,9337,1,보장,200010,29238,21,1,B,203610,1,20000000,73700,1500000
82855,19214,2,보장,200010,27144,10,1,B,205910,1,20000000,38400,1500000
82856,2706,1,일반저축,200010,2016,5,1,A,200510,1,9448082,202000,1200000
82857,14748,21,어린이,200010,21490,5,1,B,201410,1,10000000,50300,2000000
82858,12627,21,보장,200010,2101,10,1,B,201010,1,20000000,67200,1500000
82859,11203,1,보장,200010,29720,10,1,J,204310,1,20000000,52900,1500000
82860,5550,1,일반연금,200010,23374,15,1,B,999912,1,45000000,130550,1500000
82861,3568,21,어린이,200010,21957,10,1,B,201110,1,10000000,43300,3000000
82862,7036,1,일반저축,200010,22824,5,1,I,200510,1,28063611,600000,2000000
82863,1371,21,어린이,200010,24965,10,1,B,201210,1,10000000,34450,2000000
82864,3137,21,보장,200010,20664,10,1,B,202010,1,20000000,54400,2000000
82865,16310,1,일반종신,200010,26107,10,1,B,999912,1,100000000,155400,3000000
82866,8981,1,일반저축,200010,24879,5,1,B,200510,1,9354537,200000,2000000
82867,9783,1,보장,200010,22757,15,1,2,204310,0,20000000,3872400,2000000
82868,16903,1,보장,200010,21907,10,1,I,206310,1,20000000,40300,2000000
82869,5758,2,보장,200010,21020,10,1,B,206210,1,20000000,41600,1000000
82870,6799,1,일반저축,200010,27307,5,1,B,200510,1,15000000,250000,1500000
82871,9007,1,일반저축,200010,296,5,1,B,200510,1,6000000,100000,1500000
82872,3030,1,일반저축,200010,20905,5,1,B,200510,1,14031805,300000,2000000
82873,2620,0,보장,200010,21922,10,1,B,202910,1,10000000,97400,1500000
82874,9666,21,보장,200010,603,10,1,B,202010,1,20000000,56100,1500000
82875,3482,1,보장,200010,641,5,1,E,205110,1,20000000,43400,1500000
82876,3223,1,어린이,200010,653,10,1,2,202110,1,11000000,36710,2000000
82877,18099,0,일반저축,200010,30048,5,1,B,200510,1,14031805,300000,2000000
82878,11963,0,보장,200010,705,10,1,J,202010,1,20000000,69700,2000000
82879,926,1,어린이,200010,715,5,1,B,201810,1,10000000,53600,2000000
82880,926,1,어린이,200010,715,5,1,B,202010,1,10000000,46700,2000000
82881,4547,1,일반저축,200010,21614,5,1,B,200510,1,18000000,300000,2000000
82882,18074,1,일반종신,200010,22924,10,1,2,999912,1,100000000,165000,2000000
82883,5481,1,보장,200010,30078,41,1,B,205110,1,20000000,35700,1800000
82884,988,1,어린이,200010,28047,10,1,B,202410,1,10000000,27400,2000000
82885,7491,2,일반저축,200010,846,5,1,I,200510,1,30000000,500000,2000000
82886,6850,1,일반저축,200010,29665,5,1,B,200510,1,6000000,100000,1500000
82887,1430,21,보장,200010,889,10,1,2,202010,1,20000000,36800,1000000
82888,19150,0,일반종신,200010,24228,20,1,B,999912,1,50000000,104300,1000000
82889,17051,21,어린이,200010,913,5,1,2,201910,1,10000000,54100,2000000
82890,5171,1,보장,200010,30236,10,1,B,204110,1,20000000,74700,1000000
82891,13415,1,일반저축,200010,28212,5,1,B,200510,1,2338634,50000,3000000
82892,52,2,일반저축,200010,30269,3,1,A,200310,1,5400000,150000,1500000
82893,13693,1,일반연금,200010,25190,10,1,B,999912,1,15000000,159050,2000000
82894,11186,1,보장,200010,28234,10,1,2,204210,1,20000000,56700,1700000
82895,17957,1,보장,200010,20387,10,1,B,204510,1,20000000,55400,2000000
82896,4583,0,보장,200010,26458,10,1,J,204610,1,20000000,66800,2000000
82897,9933,1,보장,200010,1003,10,1,2,204810,1,20000000,44800,2000000
82898,20482,1,보장,200010,30340,10,1,2,202010,0,7116659,1840622,1500000
82899,11190,0,일반저축,200010,28341,5,1,B,200510,1,2742732,50000,1500000
82900,18037,1,어린이,200010,23548,5,1,A,201210,1,10000000,60400,2000000
82901,12242,1,보장,200010,26508,10,1,B,202010,1,27000000,47420,5000000
82902,14698,0,일반종신,200010,1098,10,1,B,999912,1,38888890,140000,1000000
82903,5187,1,일반종신,200010,30514,15,1,B,999912,1,40000000,100030,2000000
82904,4567,1,일반종신,200010,28080,15,1,B,999912,1,100000000,188000,2000000
82905,20166,0,보장,200010,26597,5,1,B,202010,1,20000000,57800,2000000
82906,20166,0,보장,200010,26597,10,1,B,206510,1,20000000,38000,1000000
82907,14077,1,보장,200010,28512,10,1,B,202010,1,23000000,34950,2000000
82908,10259,21,어린이,200010,25314,10,1,B,201510,1,10000000,28200,2000000
82909,2376,0,어린이,200010,1231,10,1,B,201910,1,10000000,36700,1000000
82910,2376,0,어린이,200010,1231,10,1,B,201810,1,10000000,32200,1000000
82911,2376,0,어린이,200010,1231,10,1,B,202110,1,10000000,36900,1000000
82912,2266,1,일반종신,200010,1251,15,1,B,999912,1,100000000,254900,1500000
82913,4691,0,일반종신,200010,1343,15,1,B,999912,1,50000000,66500,3000000
82914,4691,1,일반종신,200010,1343,10,1,B,999912,1,50000000,59000,3000000
82915,7254,1,일반저축,200010,28713,5,1,B,200510,1,18000000,300000,1000000
82916,3481,1,보장,200010,1385,5,1,2,206110,1,20000000,58100,2000000
82917,16410,1,어린이,200010,26779,5,1,B,201710,1,10000000,53700,2000000
82918,18282,0,암,200010,20956,15,1,D,202410,1,20000000,130500,1000000
82919,9094,1,어린이,200010,30843,5,1,B,202410,1,10000000,47100,1500000
82920,7542,0,일반종신,200010,30842,15,1,J,999912,1,80000000,109340,1500000
82921,7542,2,일반종신,200010,30842,5,1,2,999912,1,15000000,70080,1500000
82922,7772,1,보장,200010,23044,5,1,B,205410,1,20000000,91400,1500000
82923,12220,2,어린이,200010,23065,5,1,2,202410,1,10000000,52300,2000000
82924,5394,1,일반종신,200010,25463,29,1,B,999912,1,95000000,101600,2000000
82925,12184,0,어린이,200010,30865,10,1,2,202410,0,10000000,2977300,1300000
82926,4551,0,일반종신,200010,20516,10,1,B,999912,1,75000000,120750,2000000
82927,17068,21,보장,200010,1728,10,1,B,202010,1,20000000,61460,1800000
82928,12181,0,어린이,200010,1754,5,1,2,202410,1,10000000,52600,2000000
82929,9840,1,일반저축,200010,29122,3,1,B,200510,1,18180000,505000,1800000
82930,4643,0,보장,200010,27068,10,1,2,204510,1,20000000,63900,2000000
82931,16254,1,보장,200010,1910,10,1,B,204210,1,20000000,71400,1500000
82932,9010,1,일반저축,200010,20522,5,1,B,200510,1,4677268,100000,1700000
82933,12001,2,일반저축,200010,23196,5,1,J,200510,1,7015903,150000,1000000
82934,2560,1,일반저축,200010,2093,5,1,B,200510,1,12000000,200000,2500000
82936,12459,21,보장,200010,945,5,1,B,202010,1,10000000,49760,1500000
82937,6907,1,보장,200010,1062,5,1,B,202010,1,20000000,39650,1500000
82938,11335,0,일반종신,200010,28445,10,1,2,999912,1,100000000,179600,3500000
82939,20295,1,일반종신,200010,30473,10,1,B,999912,1,60000000,105700,1500000
82940,18733,1,일반저축,200010,30474,3,1,B,200510,1,32724000,909000,2000000
82941,12184,1,보장,200010,30865,10,1,2,204810,0,20000000,3204600,1300000
82942,9859,0,일반저축,200010,1639,5,1,A,200510,1,44220000,737000,3000000
82943,17975,0,일반종신,200010,22146,10,1,J,999912,1,16000000,52080,2000000
82944,5655,1,보장,200010,31053,10,1,2,205210,1,20000000,48300,1000000
82945,20662,1,어린이,200010,1696,10,1,E,201010,1,10000000,38800,2000000
82946,11228,1,보장,200010,31068,10,1,2,204310,1,20000000,60700,2000000
82947,11228,1,일반저축,200010,31068,5,1,B,200510,1,9000000,150000,2000000
82948,9885,1,보장,200010,20442,10,1,2,205110,1,20000000,40500,2000000
82949,11709,0,일반저축,200010,1942,5,1,A,200510,1,1800000,30000,2000000
82950,11709,0,일반저축,200010,1942,5,1,A,200510,1,1800000,30000,2000000
82951,11709,1,어린이,200010,1942,10,1,2,201910,1,10000000,34500,2000000
82952,13502,1,어린이,200010,1952,10,1,2,201710,0,9233235,1761107,1500000
82953,13502,1,어린이,200010,1952,10,1,B,201210,1,5000000,20950,1500000
82954,2603,1,보장,200010,21002,10,1,2,202010,1,10000000,39380,10000000
82955,17100,21,어린이,200010,405,5,1,I,202210,12,10000000,544100,3000000
82956,13419,1,일반저축,200010,21314,5,1,B,200510,1,4677268,100000,1000000
82957,7808,1,보장,200010,511,10,1,B,205010,1,23000000,40490,700000
82958,15616,1,일반저축,200010,21931,0,1,B,200510,0,30000000,30000000,3000000
82959,14272,0,보장,200010,684,10,1,2,204010,1,20000000,79100,2500000
82961,2930,2,일반종신,200010,23464,10,1,B,999912,1,100000000,184500,3000000
82962,18376,0,보장,200010,30189,15,1,2,203610,1,20000000,78500,1500000
82963,18376,1,보장,200010,30189,15,1,3,203210,1,20000000,70700,1500000
82964,2888,1,보장,200010,30301,22,1,1,203210,1,20000000,49300,2000000
82965,2888,0,보장,200010,30301,15,1,2,202510,1,10000000,66500,2000000
82966,15775,1,보장,200010,22940,10,1,B,204910,1,20000000,68000,2000000
82967,13778,1,일반저축,200010,22085,5,1,B,200510,1,18000000,300000,1500000
82968,12369,2,보장,200010,25487,5,1,B,200510,1,10000000,29800,1500000
82969,3348,1,일반저축,200010,1681,5,1,I,200510,1,24000000,400000,2000000
82970,5665,1,보장,200010,1776,5,1,B,205810,1,20000000,64100,1800000
82971,18055,1,보장,200010,1801,10,1,B,202010,1,10000000,26440,2000000
82972,187,21,어린이,200010,25671,5,1,2,202410,1,10000000,48000,1500000
82973,19045,1,보장,200010,409,10,1,2,205110,1,20000000,40500,1500000
82974,11203,1,보장,200010,29720,10,1,B,204310,1,20000000,52900,1500000
82975,2285,1,보장,200010,410,5,1,B,204010,1,20000000,126000,1600000
82976,9274,1,보장,200010,413,10,1,2,203310,1,20000000,104600,3000000
82977,2806,1,보장,200010,311,10,1,2,203010,1,20000000,112500,1000000
82978,3080,1,보장,200010,543,10,1,2,204710,1,20000000,57500,2000000
82979,18007,1,보장,200010,23296,5,1,2,202010,1,10000000,36900,2000000
82980,13477,1,보장,200010,27630,20,1,E,202010,1,22000000,31300,1500000
82982,669,1,보장,200010,22836,15,1,2,204210,1,20000000,71400,2100000
82983,12280,1,일반저축,200010,748,5,1,B,200510,1,9915809,212000,2000000
82984,3311,1,일반저축,200010,28055,5,1,B,200510,1,33000000,550000,1000000
82985,3311,1,보장,200010,28055,10,1,2,205410,1,20000000,55100,1000000
82986,4664,1,보장,200010,852,10,1,B,203810,1,12000000,49800,1500000
82987,13430,1,보장,200010,379,10,1,B,203710,1,20000000,67600,2000000
82988,18083,0,일반저축,200010,999,5,1,B,200510,1,24600000,410000,2000000
82989,14336,1,보장,200010,1002,10,1,B,205110,1,20000000,55200,2000000
82990,16149,1,일반저축,200010,1023,5,1,A,200510,1,18180000,303000,5000000
82991,13981,1,일반종신,200010,1072,10,1,2,999912,1,50000000,95000,2000000
82992,13981,0,일반종신,200010,1072,10,1,2,999912,1,50000000,146850,2000000
